name,domain,country,headcount,headcount_raw,headcount_low_edge,headcount_high_edge,headcount_ambiguous,needs_domain_lookup,company_type,funding_usd,source,origin_url
Platinum Equity,platinumequity.com,US,,101-250,101,250,true,false,sales_consulting,,crunchbase,https://www.crunchbase.com/organization/platinum-equity
Zeely,zeely.app,US,11,11-50,11,50,false,false,digital_marketing_agency,2343000,crunchbase,https://www.crunchbase.com/organization/zeely
Constant,constant.ai,US,11,11-50,11,50,false,false,b2b_saas,6675000,crunchbase,https://www.crunchbase.com/organization/constant-ai
RadioPharm Theranostics,radiopharmtheranostics.com,AU,11,11-50,11,50,false,false,sales_consulting,19968352,crunchbase,https://www.crunchbase.com/organization/radiopharm-theranostics
Transient.AI,transient.ai,US,11,11-50,11,50,false,false,b2b_saas,9999976,crunchbase,https://www.crunchbase.com/organization/transient-ai
GrowthLoop,growthloop.com,US,51,51-100,51,100,false,false,digital_marketing_agency,6000000,crunchbase,https://www.crunchbase.com/organization/growthloop
Solstice,solstice.us,US,11,11-50,11,50,false,false,b2b_saas,4800000,crunchbase,https://www.crunchbase.com/organization/solstice-2
Strada,getstrada.com,US,11,11-50,11,50,false,false,b2b_saas,4750000,crunchbase,https://www.crunchbase.com/organization/strada-d62c
Hatch,usehatchapp.com,US,,101-250,101,250,true,false,digital_marketing_agency,13654836,crunchbase,https://www.crunchbase.com/organization/hatch-0729
Clinch,clinch.co,US,,101-250,101,250,true,false,digital_marketing_agency,16950000,crunchbase,https://www.crunchbase.com/organization/clinch
Lexful,lexful.ai,US,11,11-50,11,50,false,false,b2b_saas,7000000,crunchbase,https://www.crunchbase.com/organization/lexful
Pump,pump.co,US,51,51-100,51,100,false,false,b2b_saas,4500000,crunchbase,https://www.crunchbase.com/organization/pump-b398
Veriten,veriten.com,US,11,11-50,11,50,false,false,sales_consulting,,crunchbase,https://www.crunchbase.com/organization/veriten
Adelaide,adelaidemetrics.com,US,51,51-100,51,100,false,false,digital_marketing_agency,13589696,crunchbase,https://www.crunchbase.com/organization/adelaide
LeanDNA,leandna.com,US,51,51-100,51,100,false,false,b2b_saas,19500000,crunchbase,https://www.crunchbase.com/organization/leandna
InOrbit,inorbit.ai,US,11,11-50,11,50,false,false,b2b_saas,13487000,crunchbase,https://www.crunchbase.com/organization/inorbit
CREWASIS,crewasis.ai,US,11,11-50,11,50,false,false,digital_marketing_agency,120000,crunchbase,https://www.crunchbase.com/organization/crewasis
ReUp Education,reupeducation.com,US,,101-250,101,250,true,false,sales_consulting,14103442,crunchbase,https://www.crunchbase.com/organization/reupeducation
Dragonfly Technology Limited,askdragonfly.com,UK,11,11-50,11,50,false,false,b2b_saas,4385703,crunchbase,https://www.crunchbase.com/organization/dragonfly-technology-limited
Barndoor AI,barndoor.ai,US,11,11-50,11,50,false,false,b2b_saas,13600000,crunchbase,https://www.crunchbase.com/organization/barndoor-ai
Fundamental,fundamental.com,US,11,11-50,11,50,false,false,sales_consulting,,crunchbase,https://www.crunchbase.com/organization/fundamental
Popl,popl.co,US,,101-250,101,250,true,false,b2b_saas,2375000,crunchbase,https://www.crunchbase.com/organization/popl
emberos,emberos.ai,US,11,11-50,11,50,false,false,digital_marketing_agency,6700000,crunchbase,https://www.crunchbase.com/organization/emberos
Rohirrim,rohirrim.ai,US,11,11-50,11,50,false,false,b2b_saas,17650000,crunchbase,https://www.crunchbase.com/organization/rohirrim
MEXT,mext.ai,US,11,11-50,11,50,false,false,b2b_saas,10586955,crunchbase,https://www.crunchbase.com/organization/mext-ai
Mundial Media,mundialmedia.com,US,11,11-50,11,50,false,false,digital_marketing_agency,3500000,crunchbase,https://www.crunchbase.com/organization/mundial-media
Artie,artie.com,US,11,11-50,11,50,false,false,b2b_saas,18850968,crunchbase,https://www.crunchbase.com/organization/artie-a438
Billables AI,billables.ai,US,11,11-50,11,50,false,false,sales_consulting,14100000,crunchbase,https://www.crunchbase.com/organization/billables-ai
Clockwork AI,clockwork.ai,US,11,11-50,11,50,false,false,b2b_saas,5549991,crunchbase,https://www.crunchbase.com/organization/clockwork-b844
ARwall,arwall.co,US,11,11-50,11,50,false,false,sales_consulting,2980000,crunchbase,https://www.crunchbase.com/organization/arwall
Tamarind Bio,tamarind.bio,US,11,11-50,11,50,false,false,b2b_saas,13600000,crunchbase,https://www.crunchbase.com/organization/tamarind-bio
Spoiler Alert,spoileralert.com,US,11,11-50,11,50,false,false,b2b_saas,16168000,crunchbase,https://www.crunchbase.com/organization/spoileralert
Join,join.build,US,11,11-50,11,50,false,false,b2b_saas,20000000,crunchbase,https://www.crunchbase.com/organization/join
Gataca,gataca.io,US,11,11-50,11,50,false,false,b2b_saas,1416036,crunchbase,https://www.crunchbase.com/organization/gataca-4a8f
TESS,tess.us,US,11,11-50,11,50,false,false,b2b_saas,4872914,crunchbase,https://www.crunchbase.com/organization/pareto-group
Chariot,givechariot.com,US,11,11-50,11,50,false,false,b2b_saas,15000000,crunchbase,https://www.crunchbase.com/organization/chariot-7772
Brellium,brellium.com,US,11,11-50,11,50,false,false,b2b_saas,16700000,crunchbase,https://www.crunchbase.com/organization/brellium
Medsender,medsender.com,US,11,11-50,11,50,false,false,b2b_saas,5000000,crunchbase,https://www.crunchbase.com/organization/medsender
Sequel.io,sequel.io,US,11,11-50,11,50,false,false,digital_marketing_agency,10700000,crunchbase,https://www.crunchbase.com/organization/introvoke
Checkboard,checkboard.com,UK,11,11-50,11,50,false,false,b2b_saas,9896428,crunchbase,https://www.crunchbase.com/organization/cubiclease
Endear,endearhq.com,US,11,11-50,11,50,false,false,digital_marketing_agency,9239966,crunchbase,https://www.crunchbase.com/organization/endear
1VALET,1valet.com,CA,51,51-100,51,100,false,false,b2b_saas,20000000,crunchbase,https://www.crunchbase.com/organization/1valet
Evo Security,evosecurity.com,US,11,11-50,11,50,false,false,b2b_saas,16350435,crunchbase,https://www.crunchbase.com/organization/evo-security
Lovart,lovart.ai,US,,101-250,101,250,true,false,b2b_saas,16459264,crunchbase,https://www.crunchbase.com/organization/lovart
GrowthFactor,growthfactor.ai,US,11,11-50,11,50,false,false,b2b_saas,5200000,crunchbase,https://www.crunchbase.com/organization/growthfactor-c17a
Nectir,nectir.io,US,11,11-50,11,50,false,false,b2b_saas,18760000,crunchbase,https://www.crunchbase.com/organization/nectir-de37
FiveRings Marketing,,CA,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/fiverings-marketing
The Sales Factory,,CA,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/sales-factory
Launch Leads,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/launch-leads
Constructur,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/constructur
Atlantic Growth Solutions,,CA,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/atlantic-growth-solutions
Acquirent,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/acquirent
Excelerate360 Ltd,,UK,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/excelerate360
Verbatim Virtual Receptionists,,UK,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/verbatim-virtual-receptionists
Clever Digital Marketing,,CA,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/clever-digital-marketing
Abacus Cambridge Partners,,UK,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/abacus-cambridge-partners
MoreMeetings.com,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/moremeetingscom
CrewBloom,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/crewbloom
Franchise Marketing Systems,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/franchise-marketing-systems
"FlyTech, Inc.",,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/flytech
Answering Legal,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/answering-legal
eCoast Marketing,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/ecoast-marketing
The Sound Pipe Media,,UK,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/sound-pipe-media
Start Up And Fly Inc.,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/start-fly
Ministry of Innovation,,UK,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/ministry-innovation
Superhuman Prospecting,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/superhuman-prospecting
"Telecom, Inc.",,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/telecom
Intelus Agency,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/intelus-agency
BitWide,,CA,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/bitwide
Rising Tides,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/rising-tides
Caret,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/caret
Sopro,,UK,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/sopro
TeleContact Resource Services,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/telecontact-resource-services
Staffwiz LLC,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/staffwiz
Flowd,,UK,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/flowd-0
Pointer Strategy,,AU,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/pointer-strategy
AnswerLive,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/answerlive
Xync Inc.,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/xync
Hyre,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/hyre
Outbound System,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/outbound-system
incite,,UK,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/incite-1
RevOps Finder,,UK,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/revops-finder
BOS Digital,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/bos-digital
Green Leads LLC,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/green-leads
AI bees,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/ai-bees
Demand Inc.,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/demand
Done For You Meetings,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/done-you-meetings
LeadSquad,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/leadsquad
PCN - Professional Communications Network,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/pcn-professional-communications-network
Zero Risk Growth,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/zero-risk-growth-0
Curral,,UK,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/curral
B2B Only,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/b2b-only
Revenue Accelerator,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/revenue-accelerator
DRolls & Associates,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/drolls-associates
LeadsPanda,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/leadspanda
Boomsourcing,,US,,50 - 249,50,249,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/boomsourcing
AMBI,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/ambi
Getsally,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/getsally
Second Voice,,UK,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/second-voice
CloudTask,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/cloudtask
Salesdeck,,AU,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/salesdeck
Sitetrail LLC,,US,,10 - 49,10,49,true,true,lead_gen_agency,,clutch,https://clutch.co/profile/sitetrail
24H Virtual,,CA,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/24h-virtual
NANOBOT Group,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/nanobot-group
Westpark Communications,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/westpark-communications
Bungee (formerly Direct Answer),,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/bungee-formerly-direct-answer
Periodix,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/periodix
LeadLancer.io,,CA,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/leadlancerio
ResponsePoint,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/responsepoint
Sapper Consulting LLC,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/sapper-consulting
Salaria Sales,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/salaria-sales
Brightest Minds,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/brightest-minds
Oneresource (Oneresource Virtual Assistants Ltd),,UK,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/oneresource-oneresource-virtual-assistants
Smogu.Studio,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/smogustudio
AnswerFront,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/answerfront
Biznatron,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/biznatron
HelloSells,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/hellosells
habitable.co,,UK,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/habitableco
Leads at Scale,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/leads-scale
AspireSix,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/aspiresix
Koala Customer Care,,CA,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/koala-customer-care
Teqnet Solutions,,AU,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/teqnet-solutions
Gungho,,UK,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/gungho
ProphetLogic,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/prophetlogic
Branxify,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/branxify
Amazon Consultant,,UK,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/amazon-consultant
Call Savvys,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/call-savvys
ProspectRamp,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/prospectramp
Brandigade,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/brandigade
VirtuHire US,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/virtuhire-us
BizzBuzz.AI,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/bizzbuzzai
WebStax Studio,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/webstax-studio
SapientPro NYC,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/sapientpro-nyc
ReveGro,,UK,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/revegro
VonBridge Solutions,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/vonbridge-solutions
TechNinja LLC,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/techninja
@liveconx,,CA,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/liveconx
GIC BPO LLC,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/gic-bpo
RemoteReps247,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/remotereps247
VoiceLogic.com,,CA,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/voicelogiccom
Numa,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/numa
Calibrus,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/calibrus
AppointmentSetter,,CA,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/appointmentsetter
Lead Generators International®,,CA,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/lead-generators-international
WC Call Center,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/wc-call-center
"High Standards Technology, Inc.",,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/high-standards-technology
Zaphyre,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/zaphyre
Dotcomsourcing,,US,,50 - 249,50,249,true,true,sales_consulting,,clutch,https://clutch.co/profile/dotcomsourcing
Blue Zebra,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/blue-zebra
BYG Advantage,,US,,10 - 49,10,49,true,true,sales_consulting,,clutch,https://clutch.co/profile/byg-advantage
